file	1stisof	occup	seqs	mode_len	SE_len	mode_exons	SE_exons	mode_dist	max_dist	SE_dist	sites	Ca 	Cr_max 	Cr_min	Cc_max	Cc_min 	Cij_max	Cij_min
Os01g0131800.cds.faa	1	7	7	95	1	4	0.1	0	0.021978	0	95	0.978947	1	0.947368	1	0.571429	1	0.947368
Os01g0130900.cds.faa	1	15	15	174	0	1	0	0	0.022989	0	174	1	1	1	1	1	1	1
Os01g0130000.cds.faa	1	15	16	391	19.7	6	0.3	0	0.851351	0	398	0.927921	0.982412	0.18593	1	0.0625	0.982412	0.160804
Os01g0131300.cds.faa	1	15	15	174	0.1	1	0	0	0.017241	0	175	0.99619	1	0.994286	1	0.333333	1	0.994286
Os01g0125900.cds.faa	1	15	15	1089	2.4	7	0.1	0	0.05278	0	1089	0.996388	1	0.974288	1	0.533333	1	0.951331
Os01g0131450.cds.faa	1	15	15	158	5.8	1	0	0	0.131579	0	158	0.888608	1	0.721519	1	0.6	1	0.721519
Os01g0132050.cds.faa	1	14	14	145	9.3	2	0.1	0	0.882759	0	293	0.526572	0.938567	0.494881	1	0.071429	0.494881	0.433447
Os01g0132700.cds.faa	1	15	15	148	0	3	0	0.006757	0.013514	0	148	1	1	1	1	1	1	1
Os01g0132500.cds.faa	1	15	15	212	8.8	2	0	0	0.853774	0	371	0.595148	0.927224	0.571429	1	0.066667	0.571429	0.498652
Os01g0133200.cds.faa	1	15	15	194	0	1	0	0	0.005155	0	194	1	1	1	1	1	1	1
Os01g0131600.cds.faa	1	16	31	72	24.3	2	0.1	0	0.833333	0	342	0.587814	0.991228	0.210526	1	0.322581	0.991228	0.201754
Os01g0132200.cds.faa	1	15	15	241	0	1	0	0	0.004149	0	241	1	1	1	1	1	1	1
Os01g0129500.cds.faa	1	16	16	628	0.6	6	0	0	0.012739	0	634	0.993099	1	0.990536	1	0.0625	0.998423	0.990536
Os01g0129200.cds.faa	1	16	16	187	6.4	4	0.1	0	0.085561	0	263	0.785409	1	0.711027	1	0.125	1	0.676806
Os01g0132000.cds.faa	1	15	17	104	0.4	3	0.1	0	0.31	0	106	0.972253	0.981132	0.943396	1	0.058824	0.981132	0.943396
Os01g0134500.cds.faa	1	15	15	227	5	3	0	0	0.013216	0	274	0.862774	1	0.828467	1	0.2	1	0.828467
Os01g0133100.cds.faa	1	16	16	885	0	3	0	0	0.00565	0	885	1	1	1	1	1	1	1
Os01g0135000.cds.faa	1	14	14	119	60.2	2	0.3	0	0.252101	0	756	0.27466	1	0.157407	1	0.071429	0.956349	0.157407
Os01g0133400.cds.faa	1	16	16	550	0	13	0	0.041818	0.050909	0	550	1	1	1	1	1	1	1
Os01g0134700.cds.faa	1	16	16	438	0	7	0	0.002283	0.015982	0	438	1	1	1	1	1	1	1
Os01g0136200.cds.faa	1	9	9	150	0	1	0	0	0.006667	0	150	1	1	1	1	1	1	1
Os01g0130400.cds.faa	1	16	16	932	0	3	0	0.001073	0.002146	0	932	1	1	1	1	1	1	1
Os01g0135700.cds.faa	1	15	15	181	0.1	1	0	0	0.033149	0	182	0.996337	1	0.994505	1	0.333333	1	0.994505
Os01g0137266.cds.faa	1	6	6	191	0.2	3	0	0	0.031414	0	192	0.99566	1	0.994792	1	0.166667	0.994792	0.994792
Os01g0132400.cds.faa	1	15	16	397	21.1	6	0.3	0	0.880435	0	566	0.676016	0.998233	0.325088	0.9375	0.0625	0.704947	0
Os01g0113800.cds.faa	1	13	18	659	97.7	3	0.4	0	0.852273	0	2147	0.341847	0.946903	0.040987	0.944444	0.055556	0.569632	0
Os01g0133900.cds.faa	1	16	16	697	0	2	0	0	0.002869	0	697	1	1	1	1	1	1	1
Os01g0136300.cds.faa	1	15	15	156	0	1	0	0	0.012821	0	156	1	1	1	1	1	1	1
Os01g0138232.cds.faa	1	4	4	163	19.5	2	0.2	0	0.823529	0.1	200	0.7175	0.815	0.425	1	0.25	0.815	0.24
Os01g0135900.cds.faa	1	15	21	297	15.4	1	0.1	0	0.64	0	300	0.726508	0.996667	0.5	1	0.095238	0.99	0.063333
Os01g0133500.cds.faa	1	12	12	316	13.2	9	0.2	0	0.26129	0	470	0.712589	0.934043	0.659574	1	0.083333	0.885106	0.565957
Os01g0137300.cds.faa	1	12	13	77	2.8	2	0	0	0.384615	0	111	0.710326	1	0.585586	1	0.076923	0.711712	0.576577
Os01g0138600.cds.faa	1	15	15	270	1.3	8	0	0.003704	0.192	0	271	0.99139	0.99631	0.922509	1	0.066667	0.99631	0.918819
Os01g0132100.cds.faa	1	15	15	1102	12.6	5	0.4	0	0.163966	0	1211	0.935645	1	0.866226	1	0.2	1	0.802642
Os01g0138500.cds.faa	1	15	15	335	1.2	6	0.1	0	0.047319	0	335	0.996418	1	0.946269	1	0.933333	1	0.946269
Os01g0139000.cds.faa	1	16	16	213	0	5	0	0	0.004695	0	213	1	1	1	1	1	1	1
Os01g0138900.cds.faa	1	15	15	446	5.2	7	0	0.004484	0.006726	0	487	0.943874	1	0.915811	1	0.333333	1	0.915811
Os01g0137125.cds.faa	1	4	5	116	6.9	1	0.4	0	0.903509	0.1	171	0.692398	0.842105	0.596491	1	0.2	0.678363	0.491228
Os01g0139900.cds.faa	1	15	15	85	0.1	1	0	0	0.058824	0	86	0.989147	1	0.988372	1	0.066667	0.988372	0.988372
Os01g0140500.cds.faa	1	15	15	157	0	1	0	0	0	0	157	1	1	1	1	1	1	1
Os01g0139200.cds.faa	1	15	15	670	0.2	2	0	0	0.007463	0	672	0.997619	1	0.997024	1	0.066667	0.998512	0.997024
Os01g0136100.cds.faa	1	15	20	313	18.9	3	0.2	0	0.744526	0	354	0.725141	0.99435	0.387006	0.9	0.05	0.99435	0
Os01g0139700.cds.faa	1	16	17	100	2	1	0.1	0.01	0.823529	0	108	0.912854	1	0.62963	1	0.058824	0.925926	0.601852
Os01g0139600.cds.faa	1	15	15	282	7.9	7	0.1	0	0.256757	0	352	0.762879	0.909091	0.630682	1	0.066667	0.801136	0.539773
Os01g0126600.cds.faa	1	14	23	598	67.9	3	0.6	0	0.912065	0	1196	0.446379	0.993311	0.076923	0.73913	0.086957	0.993311	0
Os01g0141000.cds.faa	1	15	15	369	0.7	1	0	0	0.038356	0	372	0.98871	1	0.981183	1	0.133333	1	0.981183
Os01g0134800.cds.faa	1	15	17	1118	59.5	5	0.2	0.000894	0.418312	0	1153	0.857354	1	0.483088	0.882353	0.058824	0.969644	0
Os01g0142200.cds.faa	1	16	16	172	0.9	6	0	0	0.02907	0	182	0.951923	1	0.945055	1	0.125	1	0.945055
Os01g0140100.cds.faa	1	15	15	502	0.5	1	0	0.024	0.026	0	505	0.99538	1	0.990099	1	0.2	1	0.990099
Os01g0132800.cds.faa	1	15	31	267	9.2	1	0.6	0.907336	0.907336	0	354	0.691088	0.754237	0.251412	1	0.387097	0.754237	0.039548
Os01g0140400.cds.faa	1	15	15	616	18.6	8	0.4	0	0.582051	0	638	0.925705	1	0.611285	1	0.266667	0.965517	0.338558
Os01g0140700.cds.faa	1	16	16	318	0.5	1	0	0	0.031447	0	323	0.983166	0.993808	0.975232	1	0.1875	0.993808	0.975232
Os01g0133700.cds.faa	1	15	21	820	47.6	4	0.5	0	0.885442	0	856	0.698598	0.957944	0.363318	0.904762	0.047619	0.957944	0
Os01g0142500.cds.faa	1	15	15	248	0	2	0	0	0.012097	0	248	1	1	1	1	1	1	1
Os01g0142300.cds.faa	1	15	15	436	5.2	11	0.1	0	0.044084	0	514	0.857717	1	0.838521	1	0.066667	0.848249	0.838521
Os01g0142800.cds.faa	1	15	15	580	50.8	3	0.2	0	0.809524	0	580	0.871494	1	0.036207	1	0.866667	1	0.036207
Os01g0141700.cds.faa	1	15	15	589	1.1	11	0.1	0	0.027875	0	591	0.991765	0.996616	0.971235	1	0.066667	0.996616	0.961083
Os01g0141100.cds.faa	1	16	16	408	4.6	7	0.2	0	0.437673	0	453	0.896247	0.95585	0.796909	1	0.0625	0.95585	0.657837
Os01g0138800.cds.faa	1	15	15	426	2.4	3	0.1	0	0.086047	0	464	0.929023	1	0.918103	1	0.133333	0.9375	0.857759
Os01g0143900.cds.faa	1	14	14	73	0	1	0	0	0	0	73	1	1	1	1	1	1	1
Os01g0143800.cds.faa	1	15	15	250	0.5	3	0	0	0.03252	0	250	0.994933	1	0.984	1	0.666667	1	0.98
Os01g0144500.cds.faa	1	13	13	219	0.1	4	0	0	0.072727	0	222	0.987872	0.990991	0.986486	1	0.153846	0.990991	0.977477
Os01g0144300.cds.faa	1	15	15	337	0.5	4	0.1	0	0.072948	0	337	0.998417	1	0.976261	1	0.933333	1	0.976261
Os01g0142100.cds.faa	1	15	15	545	1.8	13	0.1	0	0.112132	0	592	0.924662	0.966216	0.918919	1	0.066667	0.922297	0.898649
Os04g0620950.cds.faa	1	14	23	1392	200.7	6	1	0	0.860465	0	4896	0.319737	0.948529	0.025122	0.521739	0.043478	0.707312	0
Os01g0144700.cds.faa	1	15	15	91	0	2	0	0	0.043956	0	91	1	1	1	1	1	1	1
Os01g0141300.cds.faa	1	15	15	317	7.2	7	0.2	0	0.453846	0	399	0.814202	0.964912	0.651629	1	0.066667	0.87218	0.54386
Os01g0147001.cds.faa	1	6	6	52	0	2	0	0	0	0	52	1	1	1	1	1	1	1
Os01g0144600.cds.faa	1	15	15	199	1.9	5	0.1	0	0.123077	0	226	0.889676	1	0.862832	1	0.066667	0.920354	0.80531
Os01g0136700.cds.faa	1	15	25	1400	101.5	7	0.5	0	0.872798	0	2989	0.314286	0.772834	0.089328	0.88	0.04	0.472064	0
Os01g0145000.cds.faa	1	4	7	110	26.8	2	0.4	0.236364	0.589286	0	287	0.610254	0.996516	0.383275	0.857143	0.142857	0.797909	0
Os01g0143700.cds.faa	1	13	13	216	33.7	3	0.5	0.00463	0.064815	0	669	0.408762	1	0.32287	1	0.076923	0.400598	0.309417
Os01g0147900.cds.faa	1	15	15	253	6.5	9	0.3	0	0.08658	0	253	0.926219	1	0.747036	1	0.533333	1	0.747036
Os01g0147800.cds.faa	1	15	17	472	33.2	8	0.6	0.830986	0.84507	0	562	0.765334	1	0.126335	1	0.058824	0.839858	0.126335
Os01g0147200.cds.faa	1	15	15	514	4.2	10	0.1	0	0.100189	0	555	0.951231	0.998198	0.926126	1	0.066667	0.996396	0.900901
Os01g0144000.cds.faa	1	15	24	258	5.1	6	0.1	0	0.893939	0	309	0.756877	0.834951	0.640777	1	0.25	0.834951	0.401294
Os01g0143100.cds.faa	1	15	15	322	4.3	7	0.1	0	0.139623	0	322	0.981159	1	0.822981	1	0.933333	1	0.717391
Os01g0144340.cds.faa	1	7	7	204	16.2	7	0.6	0	0.397059	0	257	0.719844	0.898833	0.463035	1	0.142857	0.793774	0.463035
Os01g0143300.cds.faa	1	15	18	264	55.2	3	0.3	0.003788	0.886364	0	984	0.391768	0.833333	0.268293	1	0.111111	0.833333	0.101626
Os01g0144200.cds.faa	1	15	15	144	12.6	8	0.3	0	0.653226	0	342	0.57154	0.885965	0.421053	1	0.066667	0.637427	0.385965
Os01g0127000.cds.faa	1	15	31	604	33.4	3	0.2	0	0.369818	0	1275	0.541986	0.960784	0.447843	1	0.032258	0.938039	0.013333
Os01g0147300.cds.faa	1	16	16	426	5.7	6	0	0	0.030806	0	432	0.973669	0.99537	0.775463	1	0.0625	0.993056	0.775463
Os01g0148500.cds.faa	1	15	15	399	9.7	1	0	0.007519	0.012987	0	399	0.953383	1	0.77193	1	0.666667	1	0.77193
Os01g0145200.cds.faa	1	12	18	141	7.8	2	0.3	0.340426	0.876543	0	246	0.654697	0.821138	0.329268	1	0.055556	0.821138	0.150407
Os01g0149400.cds.faa	1	15	16	153	1.6	1	0.1	0.156863	0.183007	0	153	0.989788	1	0.836601	1	0.9375	1	0.836601
Os01g0148100.cds.faa	1	16	16	379	19.4	9	0.4	0	0.903704	0	389	0.805913	0.974293	0.347044	0.9375	0.1875	0.974293	0
Os01g0148400.cds.faa	1	16	16	240	36.1	9	0.9	0	0.8875	0	602	0.619186	1	0.398671	0.75	0.1875	1	0
Os01g0149800.cds.faa	1	16	16	82	1.9	3	0.1	0	0.058824	0	82	0.976372	1	0.621951	1	0.9375	1	0.621951
Os01g0149600.cds.faa	1	12	12	153	1.3	1	0	0.039216	0.418301	0	171	0.902047	0.982456	0.894737	1	0.083333	0.894737	0.877193
Os01g0148700.cds.faa	1	15	15	383	18.1	2	0	0	0.015666	0	386	0.907427	1	0.556995	1	0.2	1	0.556995
Os01g0141600.cds.faa	1	16	16	481	17.7	13	0.4	0	0.285714	0	561	0.786319	0.878788	0.411765	1	0.0625	0.857398	0.324421
Os01g0150000.cds.faa	1	14	14	310	1.2	4	0	0	0.037543	0	313	0.986536	0.990415	0.936102	1	0.071429	0.990415	0.926518
Os01g0147400.cds.faa	1	15	15	399	41.6	4	0.9	0.112782	0.206549	0	811	0.661981	0.933416	0.489519	1	0.066667	0.930949	0.419236
Os01g0149900.cds.faa	1	15	15	742	30.9	4	0.2	0	0.00974	0	742	0.943396	1	0.415094	1	0.866667	1	0.415094
Os01g0143400.cds.faa	1	9	10	783	54.1	5	0.7	0	0.553425	0	1048	0.660305	0.83874	0.432252	1	0.1	0.83874	0.337786
Os01g0152850.cds.faa	1	3	3	153	20.5	1	0.7	0	0.859504	0.1	170	0.698039	0.9	0.482353	1	0.333333	0.611765	0.394118
Os01g0151700.cds.faa	1	15	15	321	0	8	0	0	0.012461	0	321	1	1	1	1	1	1	1
Os01g0151200.cds.faa	1	16	16	459	0.1	11	0	0.006536	0.013072	0	460	0.998777	1	0.997826	1	0.4375	1	0.997826
Os01g0119000.cds.faa	1	12	21	586	75.7	4	0.7	0	0.88403	0	1729	0.388692	0.907461	0.116252	0.809524	0.047619	0.872759	0
Os01g0116400.cds.faa	1	14	21	1381	88.6	3	0.4	0	0.684416	0	2250	0.36127	0.924889	0.142222	0.619048	0.047619	0.613778	0
Os01g0151100.cds.faa	1	16	17	559	27.1	2	0.1	0	0.857143	0	572	0.885644	1	0.183566	1	0.058824	0.977273	0.183566
Os01g0152000.cds.faa	1	4	4	1065	22.1	2	0.8	0.15283	0.15283	0	1090	0.955275	0.977064	0.894495	1	0.25	0.977064	0.87156
Os01g0153150.cds.faa	1	12	15	149	8.4	1	0.1	0.174497	0.842857	0	150	0.888	0.993333	0.466667	1	0.2	0.993333	0.46
Os01g0147700.cds.faa	1	11	15	700	62	6	0.8	0	0.886525	0	1048	0.41514	0.680344	0.122137	0.866667	0.066667	0.667939	0
Os01g0153300.cds.faa	1	15	15	155	0.9	1	0	0	0.253521	0	155	0.994409	1	0.916129	1	0.933333	1	0.916129
Os01g0153000.cds.faa	1	9	9	787	30.8	2	0.2	0	0.320153	0	1042	0.769034	1	0.715931	1	0.111111	0.755278	0.521113
Os01g0153500.cds.faa	1	15	15	250	0.5	2	0	0	0.185185	0	250	0.998133	1	0.972	1	0.933333	1	0.972
Os01g0153600.cds.faa	1	15	15	267	0.1	2	0	0	0.086792	0	267	0.999501	1	0.992509	1	0.933333	1	0.992509
Os01g0153100.cds.faa	1	15	39	153	21.6	1	0	0.895425	0.895425	0	438	0.577157	0.984018	0.349315	1	0.358974	0.984018	0.333333
Os01g0141900.cds.faa	1	15	15	605	19.8	5	0.1	0.180165	0.55414	0	617	0.934306	0.982172	0.508914	1	0.066667	0.980551	0.379254
Os01g0149700.cds.faa	1	16	18	1052	67.3	2	0.2	0	0.81106	0	1052	0.817121	1	0.206274	0.888889	0.611111	1	0
Os01g0150400.cds.faa	1	12	12	221	65.5	8	2.2	0	0.346847	0	989	0.326508	0.969666	0.098079	1	0.083333	0.431749	0.098079
Os01g0125000.cds.faa	1	15	17	546	26.2	6	0.3	0	0.810591	0	993	0.529412	0.64149	0.310171	1	0.058824	0.64149	0.110775
Os01g0153400.cds.faa	1	16	16	676	10.8	15	0.1	0	0.027833	0	676	0.981786	1	0.744083	1	0.8125	1	0.727811
Os01g0113900.cds.faa	1	6	8	740	80.1	3	0.3	0.824324	0.866667	0	789	0.632921	0.937896	0.09379	1	0.125	0.856781	0.029151
Os01g0154200.cds.faa	1	15	15	259	0	2	0	0	0.034749	0	259	1	1	1	1	1	1	1
Os01g0153800.cds.faa	1	16	16	248	2.4	2	0.1	0	0.040161	0	277	0.908619	0.99639	0.895307	1	0.125	0.99639	0.895307
Os01g0155300.cds.faa	1	15	15	340	0.2	1	0	0	0.02071	0	340	0.998824	1	0.994118	1	0.8	1	0.994118
gene:OsNip_01G003830.cds.faa	1	16	16	1016	58	4	0.2	0	0.843137	0	1216	0.815121	1	0.125822	1	0.125	0.981086	0.006579
Os01g0149500.cds.faa	1	15	16	989	58.2	1	0.3	0	0.846847	0	992	0.900643	0.996976	0.111895	0.9375	0.0625	0.996976	0
Os01g0155600.cds.faa	1	15	15	324	0	6	0	0.194444	0.194444	0	324	1	1	1	1	1	1	1
Os01g0154100.cds.faa	1	15	15	708	6.1	8	0.1	0.009077	0.040847	0	708	0.96742	1	0.933616	1	0.533333	1	0.909605
Os12g0511600.cds.faa	1	15	42	1141	102.2	2	0.2	0	0.886364	0	3663	0.292435	0.959323	0.032214	0.809524	0.02381	0.959323	0
Os01g0157500.cds.faa	1	15	15	197	0	1	0	0	0.005076	0	197	1	1	1	1	1	1	1
Os01g0157400.cds.faa	1	15	15	210	0.3	1	0.1	0.004762	0.053398	0	210	0.99873	1	0.980952	1	0.933333	1	0.980952
Os01g0156000.cds.faa	1	15	15	291	0.6	7	0	0	0.068729	0	297	0.983389	1	0.979798	1	0.066667	0.996633	0.979798
Os01g0157600.cds.faa	1	15	15	294	1.7	1	0	0	0.018587	0	294	0.994331	1	0.914966	1	0.933333	1	0.914966
Os01g0117000.cds.faa	1	11	15	666	101.5	3	0.4	0	0.564854	0	2189	0.357119	0.924166	0.186386	0.8	0.066667	0.593878	0
Os01g0155200.cds.faa	1	15	15	831	0	1	0	0	0.00722	0	831	1	1	1	1	1	1	1
Os01g0157800.cds.faa	1	15	15	112	1.2	3	0.1	0	0.098214	0	122	0.942077	1	0.918033	1	0.333333	1	0.868852
Os01g0158100.cds.faa	1	15	15	162	0	2	0	0	0.006173	0	162	1	1	1	1	1	1	1
Os01g0159000.cds.faa	1	15	15	269	0	2	0	0	0.022305	0	269	1	1	1	1	1	1	1
Os01g0158400.cds.faa	1	16	16	243	1.3	3	0	0	0.032922	0	244	0.991035	1	0.909836	1	0.1875	1	0.905738
Os01g0155500.cds.faa	1	16	16	896	21.4	1	0.2	0	0.047805	0	1086	0.875863	0.999079	0.825046	1	0.0625	0.999079	0.822284
Os01g0155400.cds.faa	1	15	17	673	43.9	18	1.2	0	0.882845	0	818	0.677405	0.822738	0.112469	0.882353	0.058824	0.822738	0
Os01g0151900.cds.faa	1	16	16	1691	144.9	3	0.4	0	0.13578	0	1703	0.566867	0.992954	0.250147	1	0.125	0.992954	0.241926
Os01g0155800.cds.faa	1	7	7	109	7.7	2	0.1	0.260274	0.330275	0	119	0.794718	0.97479	0.613445	1	0.142857	0.915966	0.605042
Os01g0159400.cds.faa	1	15	15	369	8.1	11	0.3	0	0.013736	0	433	0.900693	1	0.840647	1	0.333333	1	0.840647
Os01g0158800.cds.faa	1	15	15	194	3.4	4	0.1	0	0.235294	0	269	0.742007	0.884758	0.698885	1	0.066667	0.750929	0.695167
Os01g0159600.cds.faa	1	15	15	93	3.4	2	0	0	0.238806	0	93	0.888172	1	0.72043	1	0.6	1	0.72043
Os01g0158200.cds.faa	1	16	16	474	4.9	9	0.1	0	0.184652	0	483	0.942288	0.981366	0.863354	1	0.0625	0.981366	0.747412
Os01g0159500.cds.faa	1	15	15	82	0	1	0	0	0.036585	0	82	1	1	1	1	1	1	1
Os01g0159300.cds.faa	1	15	16	501	26.9	6	0.3	0.01996	0.816	0	501	0.923777	1	0.249501	1	0.875	1	0.249501
Os01g0161200.cds.faa	1	6	6	145	4.9	5	0.9	0.869919	0.869919	0.1	202	0.663366	0.717822	0.608911	1	0.5	0.717822	0.326733
Os01g0162101.cds.faa	1	3	3	108	1.7	3	0.3	0	0.058252	0	108	0.984568	1	0.953704	1	0.666667	1	0.953704
Os01g0159800.cds.faa	1	15	15	258	0	2	0	0	0.003876	0	258	1	1	1	1	1	1	1
Os01g0164075.cds.faa	1	5	5	191	29.4	1	0.2	0	0.031414	0	311	0.768489	1	0.614148	1	0.4	1	0.614148
Os01g0159200.cds.faa	1	15	15	269	4	1	0.1	0	0.060811	0	296	0.922297	1	0.85473	1	0.266667	1	0.85473
Os01g0160100.cds.faa	1	15	15	597	0	6	0	0	0.023451	0	599	0.996661	0.996661	0.996661	1	0.2	0.996661	0.993322
Os01g0158900.cds.faa	1	15	15	906	0.4	13	0	0.094923	0.094923	0	909	0.99758	1	0.9967	1	0.266667	1	0.9967
Os01g0156300.cds.faa	1	15	37	190	16.4	1	0.2	0	0.61165	0	497	0.471097	0.977867	0.374245	1	0.081081	0.977867	0.018109
Os01g0158000.cds.faa	1	15	18	528	36.6	11	0.8	0	0.860759	0	871	0.594336	0.916188	0.272101	1	0.055556	0.916188	0.028703
Os01g0162900.cds.faa	1	10	12	299	26.6	6	0.4	0	0.877778	0	410	0.627439	0.97561	0.219512	1	0.083333	0.729268	0.053658
Os01g0164700.cds.faa	1	16	16	122	24.2	4	1	0	0.508197	0	316	0.615902	1	0.386076	1	0.375	1	0.379747
Os01g0152200.cds.faa	1	15	27	399	3.1	2	0.2	0	0.553922	0	449	0.890456	0.924276	0.804009	1	0.074074	0.924276	0.741648
Os01g0165000.cds.faa	1	16	16	274	0	2	0	0	0.007299	0	274	1	1	1	1	1	1	1
Os01g0162001.cds.faa	1	12	13	76	12.8	3	0.2	0	0.882353	0	199	0.532277	0.909548	0.341709	1	0.076923	0.909548	0.160804
Os01g0150950.cds.faa	1	14	21	102	22.4	4	0.4	0	0.904523	0	592	0.278716	0.766892	0.123311	0.619048	0.047619	0.527027	0
Os01g0165100.cds.faa	1	16	16	502	11.1	2	0	0	0.007968	0	502	0.977839	1	0.645418	1	0.9375	1	0.645418
Os01g0149350.cds.faa	1	15	18	990	80.2	2	0.2	0.040404	0.879518	0	1036	0.740723	0.966216	0.080116	0.833333	0.055556	0.966216	0
Os01g0164600.cds.faa	1	15	15	331	17.6	12	0.6	0	0.115242	0	333	0.915916	0.993994	0.213213	1	0.133333	0.993994	0.213213
Os01g0165200.cds.faa	1	15	15	697	0.9	10	0	0	0.011478	0	711	0.981622	1	0.980309	1	0.066667	0.980309	0.980309
Os01g0164500.cds.faa	1	15	15	648	9.8	10	0.1	0.001543	0.015432	0	679	0.945508	0.998527	0.752577	1	0.066667	0.998527	0.749632
Os01g0164400.cds.faa	1	15	15	486	6.8	5	0.2	0.353909	0.738494	0	626	0.779127	0.859425	0.690096	1	0.066667	0.813099	0.492013
Os01g0166200.cds.faa	1	5	5	231	36.6	5	0.7	0	0.030303	0	231	0.743723	1	0.285714	1	0.6	1	0.285714
Os01g0157700.cds.faa	1	15	15	529	2.9	3	0.1	0.109641	0.121032	0	553	0.96082	1	0.911392	1	0.266667	0.985533	0.896926
Os01g0166700.cds.faa	1	15	17	226	11	5	0.4	0	0.882883	0	231	0.890502	0.978355	0.480519	1	0.176471	0.978355	0.458874
Os01g0106700.cds.faa	1	15	15	2753	41.3	76	1.3	0	0.428159	0	3003	0.893018	0.952381	0.806194	1	0.066667	0.941392	0.736597
Os01g0167500.cds.faa	1	16	16	356	8.1	7	0.2	0	0.02682	0	356	0.966643	1	0.733146	1	0.875	1	0.733146
Os01g0165600.cds.faa	1	15	15	170	0.3	1	0	0	0.005882	0	174	0.978544	1	0.977011	1	0.066667	0.977011	0.977011
Os01g0167400.cds.faa	1	15	15	270	1.9	1	0.1	0	0.241803	0	270	0.989877	1	0.903704	1	0.933333	1	0.848148
Os01g0166500.cds.faa	1	15	15	246	1.3	1	0.1	0	0.070485	0	248	0.987097	0.995968	0.915323	1	0.133333	0.991935	0.907258
Os01g0166800.cds.faa	1	15	15	597	1.5	14	0	0.001675	0.039587	0	612	0.975381	1	0.949346	1	0.133333	0.97549	0.924837
Os01g0168200.cds.faa	1	16	16	131	0	4	0	0	0.015267	0	131	1	1	1	1	1	1	1
Os01g0167600.cds.faa	1	15	15	245	3.3	5	0.2	0	0.190871	0	246	0.973713	1	0.845528	1	0.266667	1	0.829268
Os01g0165800.cds.faa	1	16	16	477	26.1	7	0.3	0	0.563107	0	767	0.638038	1	0.531943	1	0.0625	0.908735	0.239896
Os01g0148050.cds.faa	1	15	15	2062	4.4	17	0.3	0	0.076275	0	2115	0.970875	0.982033	0.95461	1	0.066667	0.974941	0.928132
Os01g0167750.cds.faa	1	16	16	487	2	1	0.1	0.110883	0.117043	0	487	0.995893	1	0.934292	1	0.9375	1	0.934292
Os01g0168800.cds.faa	1	15	15	330	2.3	4	0.1	0	0.197531	0	355	0.938216	1	0.912676	1	0.2	1	0.847887
Os01g0168300.cds.faa	1	15	15	380	8.6	3	0	0	0.028	0	380	0.975439	1	0.657895	1	0.8	1	0.65
Os01g0168600.cds.faa	1	16	16	465	0	8	0	0	0.002151	0	465	1	1	1	1	1	1	1
Os01g0167900.cds.faa	1	15	29	432	15.2	2	0	0	0.62963	0	608	0.838362	0.975329	0.710526	1	0.482759	0.975329	0.685855
Os01g0151500.cds.faa	1	15	44	358	20.6	11	0.5	0	0.891061	0	983	0.520138	0.78942	0.1353	0.977273	0.045455	0.70295	0
Os01g0169400.cds.faa	1	15	15	278	6.9	2	0.1	0	0.0553	0	278	0.888249	1	0.780576	1	0.333333	1	0.780576
Os01g0167800.cds.faa	1	15	25	231	20.5	3	0.2	0.900433	0.904762	0	510	0.59749	1	0.452941	0.92	0.52	1	0
Os01g0168500.cds.faa	1	16	16	417	19.9	4	0.1	0	0.316327	0	417	0.946193	1	0.235012	1	0.875	1	0.203837
Os01g0169900.cds.faa	1	15	15	580	0	3	0	0	0.003448	0	580	1	1	1	1	1	1	1
Os01g0168400.cds.faa	1	15	15	425	12.6	8	0.1	0	0.014052	0	617	0.709995	0.996759	0.688817	1	0.066667	0.692058	0.688817
Os01g0161000.cds.faa	1	15	21	176	123.5	2	0.2	0	0.835227	0	1919	0.380506	0.998958	0.091714	0.952381	0.142857	0.998958	0
Os01g0170700.cds.faa	1	15	15	448	4.6	6	0.2	0	0.012346	0	448	0.980804	1	0.904018	1	0.8	1	0.904018
Os01g0170100.cds.faa	1	16	16	450	9	10	0.2	0	0.245714	0	450	0.963056	1	0.777778	1	0.8125	1	0.622222
Os01g0152700.cds.faa	1	15	26	153	46.7	1	0.6	0	0.900778	0	1591	0.187183	0.593338	0.079196	0.769231	0.038462	0.378378	0
Os01g0170900.cds.faa	1	15	15	112	3.5	1	0	0	0.066667	0	113	0.962242	1	0.530973	1	0.2	1	0.530973
Os01g0170500.cds.faa	1	15	15	417	1.4	6	0	0.002398	0.015152	0	417	0.996323	1	0.94964	1	0.866667	1	0.947242
Os01g0170000.cds.faa	1	15	15	816	0.4	2	0.1	0	0.032099	0	816	0.998938	1	0.992647	1	0.466667	1	0.992647
Os01g0169800.cds.faa	1	15	15	383	17.2	6	0.3	0	0.294798	0	460	0.773913	0.919565	0.376087	1	0.066667	0.919565	0.276087
Os01g0136500.cds.faa	1	13	15	1571	106.8	8	0.7	0	0.894805	0	1897	0.612827	0.86505	0.333685	1	0.066667	0.82815	0.01476
gene:OsNip_01G004440.cds.faa	1	16	25	677	47.2	1	0.4	0	0.459184	0	683	0.572826	0.991215	0.270864	0.84	0.04	0.991215	0
Os01g0171000.cds.faa	1	15	15	628	11.1	11	0.1	0	0.055238	0	633	0.960084	1	0.829384	1	0.066667	0.992101	0.829384
