transcript	source	gene_id	species	Pan.id	V4	V5	V6	V12	V13	merged.or.gene_id	taxa_size	accession	ipr_check	pfam_check
OsNip_10G009960_02	Hmmer	OsNip_10G009960	Nipponbare(Gramene)	Os4530.POR.1.pan0033378	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_10G009960	16	Nipponbare	1	0
OsNip_10G009960_02	Hmmer	OsNip_10G009960	Nipponbare(Gramene)	Os4530.POR.1.pan0033378	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	OsNip_10G009960	16	Nipponbare	1	0
OsNip_10G009960_02	Hmmer	OsNip_10G009960	Nipponbare(Gramene)	Os4530.POR.1.pan0033378	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	OsNip_10G009960	16	Nipponbare	1	0
OsNip_10G010660_01	Hmmer	OsNip_10G010660	Nipponbare(Gramene)	Os4530.POR.1.pan0022692	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os10g0413900	16	Nipponbare	1	0
OsNip_10G010660_01	Hmmer	OsNip_10G010660	Nipponbare(Gramene)	Os4530.POR.1.pan0022692	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os10g0413900	16	Nipponbare	1	1
OsNip_10G010660_01	Hmmer	OsNip_10G010660	Nipponbare(Gramene)	Os4530.POR.1.pan0022692	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os10g0413900	16	Nipponbare	1	0
OsNip_10G010660_01	Hmmer	OsNip_10G010660	Nipponbare(Gramene)	Os4530.POR.1.pan0022692	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os10g0413900	16	Nipponbare	1	0
OsNip_10G010670_01	Hmmer	OsNip_10G010670	Nipponbare(Gramene)	Os4530.POR.1.pan0022693	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os10g0414000	16	Nipponbare	1	0
OsNip_10G010670_01	Hmmer	OsNip_10G010670	Nipponbare(Gramene)	Os4530.POR.1.pan0022693	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os10g0414000	16	Nipponbare	1	1
OsNip_10G010670_01	Hmmer	OsNip_10G010670	Nipponbare(Gramene)	Os4530.POR.1.pan0022693	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os10g0414000	16	Nipponbare	1	0
OsNip_10G010670_01	Hmmer	OsNip_10G010670	Nipponbare(Gramene)	Os4530.POR.1.pan0022693	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os10g0414000	16	Nipponbare	1	0
OsNip_10G014610_01	Hmmer	OsNip_10G014610	Nipponbare(Gramene)	Os4530.POR.1.pan0022925	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os10g0477600	16	Nipponbare	1	1
OsNip_10G014610_01	Hmmer	OsNip_10G014610	Nipponbare(Gramene)	Os4530.POR.1.pan0022925	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os10g0477600	16	Nipponbare	1	0
OsNip_10G014610_01	Hmmer	OsNip_10G014610	Nipponbare(Gramene)	Os4530.POR.1.pan0022925	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os10g0477600	16	Nipponbare	1	0
OsNip_10G014610_01	Hmmer	OsNip_10G014610	Nipponbare(Gramene)	Os4530.POR.1.pan0022925	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os10g0477600	16	Nipponbare	1	0
OsNip_10G018280_01	Hmmer	OsNip_10G018280	Nipponbare(Gramene)	Os4530.POR.1.pan0023198	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os10g0532000	16	Nipponbare	1	1
OsNip_10G018280_01	Hmmer	OsNip_10G018280	Nipponbare(Gramene)	Os4530.POR.1.pan0023198	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os10g0532000	16	Nipponbare	1	0
OsNip_10G018280_01	Hmmer	OsNip_10G018280	Nipponbare(Gramene)	Os4530.POR.1.pan0023198	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os10g0532000	16	Nipponbare	1	0
OsNip_10G018280_01	Hmmer	OsNip_10G018280	Nipponbare(Gramene)	Os4530.POR.1.pan0023198	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os10g0532000	16	Nipponbare	1	0
OsNip_10G021030_01	Hmmer	OsNip_10G021030	Nipponbare(Gramene)	Os4530.POR.1.pan0023418	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os10g0571600	16	Nipponbare	1	0
OsNip_10G021030_01	Hmmer	OsNip_10G021030	Nipponbare(Gramene)	Os4530.POR.1.pan0023418	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os10g0571600	16	Nipponbare	1	1
OsNip_10G021030_01	Hmmer	OsNip_10G021030	Nipponbare(Gramene)	Os4530.POR.1.pan0023418	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os10g0571600	16	Nipponbare	1	0
OsNip_10G021030_01	Hmmer	OsNip_10G021030	Nipponbare(Gramene)	Os4530.POR.1.pan0023418	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os10g0571600	16	Nipponbare	1	0
OsNip_11G001720_01	Hmmer	OsNip_11G001720	Nipponbare(Gramene)	Os4530.POR.1.pan0023592	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0126900	16	Nipponbare	1	0
OsNip_11G001720_01	Hmmer	OsNip_11G001720	Nipponbare(Gramene)	Os4530.POR.1.pan0023592	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0126900	16	Nipponbare	1	1
OsNip_11G001720_01	Hmmer	OsNip_11G001720	Nipponbare(Gramene)	Os4530.POR.1.pan0023592	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0126900	16	Nipponbare	1	0
OsNip_11G001720_01	Hmmer	OsNip_11G001720	Nipponbare(Gramene)	Os4530.POR.1.pan0023592	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0126900	16	Nipponbare	1	0
OsNip_11G001730_01	Hmmer	OsNip_11G001730	Nipponbare(Gramene)	Os4530.POR.1.pan0023593	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0127600	16	Nipponbare	1	0
OsNip_11G001730_01	Hmmer	OsNip_11G001730	Nipponbare(Gramene)	Os4530.POR.1.pan0023593	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0127600	16	Nipponbare	1	0
OsNip_11G001730_01	Hmmer	OsNip_11G001730	Nipponbare(Gramene)	Os4530.POR.1.pan0023593	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0127600	16	Nipponbare	1	1
OsNip_11G001730_01	Hmmer	OsNip_11G001730	Nipponbare(Gramene)	Os4530.POR.1.pan0023593	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0127600	16	Nipponbare	1	0
OsNip_11G002580_01	Hmmer	OsNip_11G002580	Nipponbare(Gramene)	Os4530.POR.1.pan0023660	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0138900	16	Nipponbare	1	0
OsNip_11G002580_01	Hmmer	OsNip_11G002580	Nipponbare(Gramene)	Os4530.POR.1.pan0023660	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0138900	16	Nipponbare	1	1
OsNip_11G002580_01	Hmmer	OsNip_11G002580	Nipponbare(Gramene)	Os4530.POR.1.pan0023660	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0138900	16	Nipponbare	1	0
OsNip_11G002660_01	Hmmer	OsNip_11G002660	Nipponbare(Gramene)	Os4530.POR.1.pan0033689	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_11G002660	16	Nipponbare	1	0
OsNip_11G003150_01	Hmmer	OsNip_11G003150	Nipponbare(Gramene)	Os4530.POR.1.pan0033700	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_11G003150	15	Nipponbare	1	0
OsNip_11G003150_01	Hmmer	OsNip_11G003150	Nipponbare(Gramene)	Os4530.POR.1.pan0033700	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	OsNip_11G003150	15	Nipponbare	1	0
OsNip_11G003150_01	Hmmer	OsNip_11G003150	Nipponbare(Gramene)	Os4530.POR.1.pan0033700	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	OsNip_11G003150	15	Nipponbare	1	0
OsNip_11G003150_01	Hmmer	OsNip_11G003150	Nipponbare(Gramene)	Os4530.POR.1.pan0033700	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	OsNip_11G003150	15	Nipponbare	1	1
OsNip_11G003750_01	Hmmer	OsNip_11G003750	Nipponbare(Gramene)	Os4530.POR.1.pan0023744	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0154500	16	Nipponbare	1	1
OsNip_11G003750_01	Hmmer	OsNip_11G003750	Nipponbare(Gramene)	Os4530.POR.1.pan0023744	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0154500	16	Nipponbare	1	0
OsNip_11G003750_01	Hmmer	OsNip_11G003750	Nipponbare(Gramene)	Os4530.POR.1.pan0023744	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0154500	16	Nipponbare	1	0
OsNip_11G003750_01	Hmmer	OsNip_11G003750	Nipponbare(Gramene)	Os4530.POR.1.pan0023744	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0154500	16	Nipponbare	1	0
OsNip_11G005220_01	Hmmer	OsNip_11G005220	Nipponbare(Gramene)	Os4530.POR.1.pan0023845	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0179400	16	Nipponbare	1	1
OsNip_11G005220_01	Hmmer	OsNip_11G005220	Nipponbare(Gramene)	Os4530.POR.1.pan0023845	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0179400	16	Nipponbare	1	0
OsNip_11G005220_01	Hmmer	OsNip_11G005220	Nipponbare(Gramene)	Os4530.POR.1.pan0023845	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0179400	16	Nipponbare	1	0
OsNip_11G005220_01	Hmmer	OsNip_11G005220	Nipponbare(Gramene)	Os4530.POR.1.pan0023845	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0179400	16	Nipponbare	1	0
OsNip_11G005530_01	Hmmer	OsNip_11G005530	Nipponbare(Gramene)	Os4530.POR.1.pan0023871	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0184900	16	Nipponbare	1	0
OsNip_11G005530_01	Hmmer	OsNip_11G005530	Nipponbare(Gramene)	Os4530.POR.1.pan0023871	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0184900	16	Nipponbare	1	0
OsNip_11G005530_01	Hmmer	OsNip_11G005530	Nipponbare(Gramene)	Os4530.POR.1.pan0023871	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0184900	16	Nipponbare	1	0
OsNip_11G005530_01	Hmmer	OsNip_11G005530	Nipponbare(Gramene)	Os4530.POR.1.pan0023871	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0184900	16	Nipponbare	1	1
OsNip_11G015420_01	Hmmer	OsNip_11G015420	Nipponbare(Gramene)	Os4530.POR.1.pan0024425	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0512000	15	Nipponbare	1	0
OsNip_11G015420_01	Hmmer	OsNip_11G015420	Nipponbare(Gramene)	Os4530.POR.1.pan0024425	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0512000	15	Nipponbare	1	1
OsNip_11G015420_01	Hmmer	OsNip_11G015420	Nipponbare(Gramene)	Os4530.POR.1.pan0024425	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0512000	15	Nipponbare	1	0
OsNip_11G015420_01	Hmmer	OsNip_11G015420	Nipponbare(Gramene)	Os4530.POR.1.pan0024425	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0512000	15	Nipponbare	1	0
OsNip_11G015430_01	Hmmer	OsNip_11G015430	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0512100	16	Nipponbare	1	0
OsNip_11G015430_01	Hmmer	OsNip_11G015430	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0512100	16	Nipponbare	1	0
OsNip_11G015430_01	Hmmer	OsNip_11G015430	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0512100	16	Nipponbare	1	1
OsNip_11G015430_01	Hmmer	OsNip_11G015430	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0512100	16	Nipponbare	1	0
OsNip_11G015440_01	Hmmer	OsNip_11G015440	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0512200	16	Nipponbare	1	1
OsNip_11G015440_01	Hmmer	OsNip_11G015440	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0512200	16	Nipponbare	1	0
OsNip_11G015440_01	Hmmer	OsNip_11G015440	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0512200	16	Nipponbare	1	0
OsNip_11G015440_01	Hmmer	OsNip_11G015440	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0512200	16	Nipponbare	1	0
OsNip_11G015450_01	Hmmer	OsNip_11G015450	Nipponbare(Gramene)	Os4530.POR.1.pan0034091	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	OsNip_11G015450	4	Nipponbare	1	1
OsNip_11G015450_01	Hmmer	OsNip_11G015450	Nipponbare(Gramene)	Os4530.POR.1.pan0034091	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_11G015450	4	Nipponbare	1	0
OsNip_11G015450_01	Hmmer	OsNip_11G015450	Nipponbare(Gramene)	Os4530.POR.1.pan0034091	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	OsNip_11G015450	4	Nipponbare	1	0
OsNip_11G015460_01	Hmmer	OsNip_11G015460	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0512600	16	Nipponbare	1	0
OsNip_11G015460_01	Hmmer	OsNip_11G015460	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0512600	16	Nipponbare	1	0
OsNip_11G015460_01	Hmmer	OsNip_11G015460	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0512600	16	Nipponbare	1	0
OsNip_11G015460_02	Hmmer	OsNip_11G015460	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os11g0512600	16	Nipponbare	1	1
OsNip_11G015460_02	Hmmer	OsNip_11G015460	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os11g0512600	16	Nipponbare	1	0
OsNip_11G015460_02	Hmmer	OsNip_11G015460	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os11g0512600	16	Nipponbare	1	0
OsNip_11G015460_02	Hmmer	OsNip_11G015460	Nipponbare(Gramene)	Os4530.POR.1.pan0024426	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os11g0512600	16	Nipponbare	1	0
OsNip_11G024770_01	Hmmer	OsNip_11G024770	Nipponbare(Gramene)	Os4530.POR.1.pan0038497	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	OsNip_11G024770	10	Nipponbare	1	0
OsNip_11G024770_01	Hmmer	OsNip_11G024770	Nipponbare(Gramene)	Os4530.POR.1.pan0038497	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_11G024770	10	Nipponbare	1	0
OsNip_11G024770_01	Hmmer	OsNip_11G024770	Nipponbare(Gramene)	Os4530.POR.1.pan0038497	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	OsNip_11G024770	10	Nipponbare	1	1
OsNip_11G024770_01	Hmmer	OsNip_11G024770	Nipponbare(Gramene)	Os4530.POR.1.pan0038497	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	OsNip_11G024770	10	Nipponbare	1	0
OsNip_12G001660_01	Hmmer	OsNip_12G001660	Nipponbare(Gramene)	Os4530.POR.1.pan0025127	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os12g0123800	16	Nipponbare	1	1
OsNip_12G001660_01	Hmmer	OsNip_12G001660	Nipponbare(Gramene)	Os4530.POR.1.pan0025127	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os12g0123800	16	Nipponbare	1	0
OsNip_12G001660_01	Hmmer	OsNip_12G001660	Nipponbare(Gramene)	Os4530.POR.1.pan0025127	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os12g0123800	16	Nipponbare	1	0
OsNip_12G001660_01	Hmmer	OsNip_12G001660	Nipponbare(Gramene)	Os4530.POR.1.pan0025127	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os12g0123800	16	Nipponbare	1	0
OsNip_12G002500_01	Hmmer	OsNip_12G002500	Nipponbare(Gramene)	Os4530.POR.1.pan0025202	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os12g0135850	16	Nipponbare	1	0
OsNip_12G002500_01	Hmmer	OsNip_12G002500	Nipponbare(Gramene)	Os4530.POR.1.pan0025202	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os12g0135850	16	Nipponbare	1	0
OsNip_12G002500_01	Hmmer	OsNip_12G002500	Nipponbare(Gramene)	Os4530.POR.1.pan0025202	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os12g0135850	16	Nipponbare	1	0
OsNip_12G002500_01	Hmmer	OsNip_12G002500	Nipponbare(Gramene)	Os4530.POR.1.pan0025202	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os12g0135850	16	Nipponbare	1	1
OsNip_12G002590_01	Hmmer	OsNip_12G002590	Nipponbare(Gramene)	Os4530.POR.1.pan0025208	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os12g0137000	16	Nipponbare	1	1
OsNip_12G002590_01	Hmmer	OsNip_12G002590	Nipponbare(Gramene)	Os4530.POR.1.pan0025208	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os12g0137000	16	Nipponbare	1	0
OsNip_12G002590_01	Hmmer	OsNip_12G002590	Nipponbare(Gramene)	Os4530.POR.1.pan0025208	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os12g0137000	16	Nipponbare	1	0
OsNip_12G002590_01	Hmmer	OsNip_12G002590	Nipponbare(Gramene)	Os4530.POR.1.pan0025208	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os12g0137000	16	Nipponbare	1	0
OsNip_12G003910_01	Hmmer	OsNip_12G003910	Nipponbare(Gramene)	Os4530.POR.1.pan0025302	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os12g0156100	16	Nipponbare	1	1
OsNip_12G003910_01	Hmmer	OsNip_12G003910	Nipponbare(Gramene)	Os4530.POR.1.pan0025302	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os12g0156100	16	Nipponbare	1	0
OsNip_12G003910_01	Hmmer	OsNip_12G003910	Nipponbare(Gramene)	Os4530.POR.1.pan0025302	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os12g0156100	16	Nipponbare	1	0
OsNip_12G003910_01	Hmmer	OsNip_12G003910	Nipponbare(Gramene)	Os4530.POR.1.pan0025302	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os12g0156100	16	Nipponbare	1	0
OsNip_12G005290_01	Hmmer	OsNip_12G005290	Nipponbare(Gramene)	Os4530.POR.1.pan0034601	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	OsNip_12G005290	16	Nipponbare	1	1
OsNip_12G005290_01	Hmmer	OsNip_12G005290	Nipponbare(Gramene)	Os4530.POR.1.pan0034601	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_12G005290	16	Nipponbare	1	0
OsNip_12G005290_01	Hmmer	OsNip_12G005290	Nipponbare(Gramene)	Os4530.POR.1.pan0034601	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	OsNip_12G005290	16	Nipponbare	1	0
OsNip_12G005290_01	Hmmer	OsNip_12G005290	Nipponbare(Gramene)	Os4530.POR.1.pan0034601	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	OsNip_12G005290	16	Nipponbare	1	0
OsNip_12G011550_01	Hmmer	OsNip_12G011550	Nipponbare(Gramene)	Os4530.POR.1.pan0034789	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	OsNip_12G011550	14	Nipponbare	1	1
OsNip_12G011550_01	Hmmer	OsNip_12G011550	Nipponbare(Gramene)	Os4530.POR.1.pan0034789	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	OsNip_12G011550	14	Nipponbare	1	0
OsNip_12G011550_01	Hmmer	OsNip_12G011550	Nipponbare(Gramene)	Os4530.POR.1.pan0034789	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	OsNip_12G011550	14	Nipponbare	1	0
OsNip_12G011550_01	Hmmer	OsNip_12G011550	Nipponbare(Gramene)	Os4530.POR.1.pan0034789	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_12G011550	14	Nipponbare	1	0
OsNip_12G011700_01	Hmmer	OsNip_12G011700	Nipponbare(Gramene)	Os4530.POR.1.pan0034796	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_12G011700	16	Nipponbare	1	0
OsNip_12G011700_01	Hmmer	OsNip_12G011700	Nipponbare(Gramene)	Os4530.POR.1.pan0034796	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	OsNip_12G011700	16	Nipponbare	1	1
OsNip_12G011700_01	Hmmer	OsNip_12G011700	Nipponbare(Gramene)	Os4530.POR.1.pan0034796	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	OsNip_12G011700	16	Nipponbare	1	0
OsNip_12G011700_01	Hmmer	OsNip_12G011700	Nipponbare(Gramene)	Os4530.POR.1.pan0034796	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	OsNip_12G011700	16	Nipponbare	1	0
OsNip_12G011730_01	Hmmer	OsNip_12G011730	Nipponbare(Gramene)	Os4530.POR.1.pan0034798	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	OsNip_12G011730	6	Nipponbare	1	0
OsNip_12G011730_01	Hmmer	OsNip_12G011730	Nipponbare(Gramene)	Os4530.POR.1.pan0034798	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	OsNip_12G011730	6	Nipponbare	1	0
OsNip_12G011730_01	Hmmer	OsNip_12G011730	Nipponbare(Gramene)	Os4530.POR.1.pan0034798	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	OsNip_12G011730	6	Nipponbare	1	1
OsNip_12G011730_01	Hmmer	OsNip_12G011730	Nipponbare(Gramene)	Os4530.POR.1.pan0034798	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	OsNip_12G011730	6	Nipponbare	1	0
OsNip_12G013890_01	Hmmer	OsNip_12G013890	Nipponbare(Gramene)	Os4530.POR.1.pan0025817	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os12g0477400	16	Nipponbare	1	1
OsNip_12G013890_01	Hmmer	OsNip_12G013890	Nipponbare(Gramene)	Os4530.POR.1.pan0025817	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os12g0477400	16	Nipponbare	1	0
OsNip_12G013890_01	Hmmer	OsNip_12G013890	Nipponbare(Gramene)	Os4530.POR.1.pan0025817	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os12g0477400	16	Nipponbare	1	0
OsNip_12G013890_01	Hmmer	OsNip_12G013890	Nipponbare(Gramene)	Os4530.POR.1.pan0025817	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os12g0477400	16	Nipponbare	1	0
OsNip_12G021540_01	Hmmer	OsNip_12G021540	Nipponbare(Gramene)	Os4530.POR.1.pan0026265	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os12g0610600	16	Nipponbare	1	0
OsNip_12G021540_01	Hmmer	OsNip_12G021540	Nipponbare(Gramene)	Os4530.POR.1.pan0026265	Gene3D	G3DSA:2.170.150.80	NAC domain	IPR036093	NAC domain superfamily	Os12g0610600	16	Nipponbare	1	0
OsNip_12G021540_01	Hmmer	OsNip_12G021540	Nipponbare(Gramene)	Os4530.POR.1.pan0026265	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os12g0610600	16	Nipponbare	1	0
OsNip_12G021540_01	Hmmer	OsNip_12G021540	Nipponbare(Gramene)	Os4530.POR.1.pan0026265	Pfam	PF02365	No apical meristem (NAM) protein	IPR003441	NAC domain	Os12g0610600	16	Nipponbare	1	1
OsNip_12G022840_01	Hmmer	OsNip_12G022840	Nipponbare(Gramene)	Os4530.POR.1.pan0026365	SUPERFAMILY	SSF101941	NAC domain	IPR036093	NAC domain superfamily	Os12g0630800	16	Nipponbare	1	0
OsNip_12G022840_01	Hmmer	OsNip_12G022840	Nipponbare(Gramene)	Os4530.POR.1.pan0026365	ProSiteProfiles	PS51005	NAC domain profile.	IPR003441	NAC domain	Os12g0630800	16	Nipponbare	1	0
